0.0,310.877,168.511,226.727,226.268,182.213,245.765,236.753,303.237,230.885,281.066,273.029,222.088,241.061,198.551,198.868,235.676,267.972,179.067,257.007,212.589,242.601,221.894,201.697,216.185,181.868,208.861,273.05,244.025,252.319,223.667,235.933,261.749,262.963,200.034,227.916,198.283,232.223,203.186,215.404
310.877,0.0,311.431,228.572,404.436,362.126,210.419,269.84,199.971,213.226,397.684,251.362,240.621,205.017,213.882,217.9,221.066,239.456,328.631,227.725,331.43,206.689,263.186,224.699,184.76,253.722,250.853,148.964,237.653,236.52,232.721,209.8,413.992,196.724,246.111,440.241,353.225,239.609,430.73,227.235
168.511,311.431,0.0,203.325,214.975,168.529,241.973,199.634,284.265,191.603,260.668,243.839,199.55,210.145,184.759,171.297,242.335,242.467,192.858,225.72,241.237,254.138,170.427,197.351,201.729,204.847,182.837,255.798,209.486,245.09,202.63,211.177,222.018,237.911,169.122,207.659,151.716,212.187,190.842,187.534
226.727,228.572,203.325,0.0,311.691,245.727,213.559,240.076,242.682,180.366,333.583,214.848,222.713,188.157,215.621,158.487,201.795,242.122,231.704,192.734,239.098,196.566,199.788,215.581,175.683,208.077,196.772,182.3,218.87,196.894,175.401,197.53,319.387,228.689,203.485,310.966,232.258,190.051,293.354,171.677
226.268,404.436,214.975,311.691,0.0,174.941,320.59,271.857,364.79,318.589,207.14,301.86,272.625,310.894,270.039,270.684,333.551,305.121,269.451,314.874,329.485,340.33,234.733,252.31,278.089,246.483,255.0,352.642,291.301,344.147,309.062,299.075,189.145,320.058,251.185,184.963,218.664,292.804,210.539,279.269
182.213,362.126,168.529,245.727,174.941,0.0,271.251,209.44,312.419,260.608,210.039,264.786,219.988,247.141,223.024,217.817,262.257,263.578,189.835,270.499,265.11,289.418,198.553,220.582,244.336,203.605,204.766,304.539,237.845,295.699,238.983,238.61,189.753,275.597,194.085,171.303,144.899,249.765,175.299,217.608
245.765,210.419,241.973,213.559,320.59,271.251,0.0,244.87,220.283,191.272,370.493,228.743,221.849,210.968,177.032,197.427,186.522,241.795,227.624,221.919,234.972,197.689,227.064,150.823,168.805,193.178,192.541,186.792,233.219,216.382,204.209,191.438,351.688,203.451,202.368,371.739,280.632,199.588,343.797,196.76
236.753,269.84,199.634,240.076,271.857,209.44,244.87,0.0,237.15,238.413,256.237,216.852,168.801,192.716,181.997,210.452,288.324,186.372,256.828,263.798,318.051,239.212,219.36,199.929,199.697,210.167,190.714,242.479,189.863,251.646,217.662,190.064,274.293,205.778,189.888,293.558,215.385,218.846,278.094,186.572
303.237,199.971,284.265,242.682,364.79,312.419,220.283,237.15,0.0,250.942,365.685,265.275,205.929,203.145,233.31,226.312,269.441,194.877,332.458,282.13,351.965,221.555,263.042,219.794,187.207,228.479,254.059,202.124,220.595,246.236,211.131,220.146,378.568,178.717,255.37,401.073,314.189,244.406,398.152,231.821
230.885,213.226,191.603,180.366,318.589,260.608,191.272,238.413,250.942,0.0,363.999,225.978,214.136,193.169,175.596,153.011,203.99,252.266,211.073,166.659,201.127,194.059,191.181,194.58,158.932,224.305,186.847,160.858,209.786,210.079,168.282,187.429,332.623,215.515,177.184,332.878,254.785,178.28,309.929,176.108
281.066,397.684,260.668,333.583,207.14,210.039,370.493,256.237,365.685,363.999,0.0,298.626,264.872,317.065,296.638,309.491,394.731,301.666,331.289,354.009,391.116,376.703,275.48,271.671,322.962,270.772,300.507,382.646,327.935,390.587,353.826,317.108,168.479,324.712,274.677,215.287,227.077,327.583,234.299,289.18
273.029,251.362,243.839,214.848,301.86,264.786,228.743,216.852,265.275,225.978,298.626,0.0,244.181,205.842,211.347,201.964,253.749,239.426,265.497,208.504,285.057,204.346,214.854,219.785,201.933,215.367,213.965,220.168,224.803,217.926,209.962,212.859,315.079,246.68,183.252,338.042,267.577,186.783,317.224,187.894
222.088,240.621,199.55,222.713,272.625,219.988,221.849,168.801,205.929,214.136,264.872,244.181,0.0,164.812,148.631,203.965,278.837,163.008,276.458,277.617,333.151,224.021,188.531,167.586,157.608,185.636,191.101,215.85,183.553,240.955,214.351,173.653,252.917,161.911,190.691,297.029,214.216,228.826,292.54,199.003
241.061,205.017,210.145,188.157,310.894,247.141,210.968,192.716,203.145,193.169,317.065,205.842,164.812,0.0,151.402,165.067,226.387,169.624,248.366,221.291,292.512,183.398,194.488,193.173,145.29,182.363,171.766,159.095,174.242,198.531,163.437,156.74,307.765,165.005,177.138,333.4,237.725,186.686,317.173,182.095
198.551,213.882,184.759,215.621,270.039,223.024,177.032,181.997,233.31,175.596,296.638,211.347,148.631,151.402,0.0,166.409,237.633,189.549,211.399,239.152,269.448,208.781,179.352,154.922,145.185,184.263,172.04,178.317,186.685,212.264,177.369,151.073,291.053,171.119,159.023,310.46,223.295,193.397,289.049,173.882
198.868,217.9,171.297,158.487,270.684,217.817,197.427,210.452,226.312,153.011,309.491,201.964,203.965,165.067,166.409,0.0,207.305,209.601,208.589,202.675,246.298,187.49,168.185,174.564,148.873,189.601,151.17,170.154,173.25,184.319,157.358,175.87,281.448,205.258,159.414,288.272,205.311,186.169,267.322,160.811
235.676,221.066,242.335,201.795,333.551,262.257,186.522,288.324,269.441,203.99,394.731,253.749,278.837,226.387,237.633,207.305,0.0,295.95,221.531,208.773,213.848,192.618,244.026,231.261,205.257,228.908,223.656,220.756,256.757,202.814,201.162,251.44,361.224,263.077,250.185,345.915,274.586,221.332,322.101,217.731
267.972,239.456,242.467,242.122,305.121,263.578,241.795,186.372,194.877,252.266,301.666,239.426,163.008,169.624,189.549,209.601,295.95,0.0,314.883,304.691,365.769,248.063,241.586,189.107,184.329,212.064,218.378,237.705,164.199,266.981,217.573,186.992,320.277,179.732,195.229,348.756,248.029,253.778,329.391,239.987
179.067,328.631,192.858,231.704,269.451,189.835,227.624,256.828,332.458,211.073,331.289,265.497,276.458,248.366,211.399,208.589,221.531,314.883,0.0,219.642,185.149,239.097,236.503,221.351,230.395,220.623,223.383,262.767,263.832,242.873,206.694,241.539,294.451,305.32,204.255,250.814,201.474,219.994,221.559,222.241
257.007,227.725,225.72,192.734,314.874,270.499,221.919,263.798,282.13,166.659,354.009,208.504,277.617,221.291,239.152,202.675,208.773,304.691,219.642,0.0,194.951,192.569,219.736,232.958,209.648,237.525,229.267,194.487,266.5,213.616,191.551,222.754,319.844,269.656,210.622,311.051,237.834,167.957,301.084,182.339
212.589,331.43,241.237,239.098,329.485,265.11,234.972,318.051,351.965,201.127,391.116,285.057,333.151,292.512,269.448,246.298,213.848,365.769,185.149,194.951,0.0,230.033,271.353,248.7,263.43,252.593,265.093,268.62,325.525,254.091,234.981,287.001,343.553,337.238,255.982,286.109,261.392,233.836,251.897,249.384
242.601,206.689,254.138,196.566,340.33,289.418,197.689,239.212,221.555,194.059,376.703,204.346,224.021,183.398,208.781,187.49,192.618,248.063,239.097,192.569,230.033,0.0,233.825,216.047,177.353,207.474,234.534,183.962,225.082,180.911,162.674,207.166,350.219,205.858,185.981,362.915,277.05,156.378,337.598,188.684
221.894,263.186,170.427,199.788,234.733,198.553,227.064,219.36,263.042,191.181,275.48,214.854,188.531,194.488,179.352,168.185,244.026,241.586,236.503,219.736,271.353,233.825,0.0,172.854,193.215,223.169,168.515,210.91,214.182,228.658,200.116,166.713,239.083,195.873,164.223,261.477,203.63,219.397,268.506,163.626
201.697,224.699,197.351,215.581,252.31,220.582,150.823,199.929,219.794,194.58,271.671,219.785,167.586,193.173,154.922,174.564,231.261,189.107,221.351,232.958,248.7,216.047,172.854,0.0,152.216,169.48,169.142,213.991,218.816,230.063,208.128,181.997,283.056,160.461,154.626,294.727,229.479,223.923,281.613,172.542
